"Time","Internet traffic data (in bits) from an ISP. Aggregated traffic in the United Kingdom academic network backbone. It was collected between 19 November 2004, at 09:30 hours and 27 January 2005, at 11:11 hours. Hourly data"
"2005-01-11 19:30:00",57841.0671446918
"2005-01-11 20:30:00",54575.0891942957
"2005-01-11 21:30:00",51863.7132987236
"2005-01-11 22:30:00",49946.726235241
"2005-01-11 23:30:00",47080.8806361357
"2005-01-12 00:30:00",41783.4985091235
"2005-01-12 01:30:00",37975.9831458312
"2005-01-12 02:30:00",33167.9575359541
"2005-01-12 03:30:00",30038.4872465786
"2005-01-12 04:30:00",27638.9893861287
"2005-01-12 05:30:00",26282.5366174521
"2005-01-12 06:30:00",25804.474073916
"2005-01-12 07:30:00",31381.8803635812
"2005-01-12 08:30:00",51816.207157936
"2005-01-12 09:30:00",66859.0851735672
"2005-01-12 10:30:00",77189.127047896
"2005-01-12 11:30:00",82692.4247366896
"2005-01-12 12:30:00",81659.9104699456
"2005-01-12 13:30:00",86444.3627257544
"2005-01-12 14:30:00",82859.1099693504
"2005-01-12 15:30:00",77384.7079978424
"2005-01-12 16:30:00",67721.783124136
"2005-01-12 17:30:00",60678.9702178504
"2005-01-12 18:30:00",57547.7550390976
"2005-01-12 19:30:00",55569.3861947048
"2005-01-12 20:30:00",53176.3423346913
"2005-01-12 21:30:00",50684.4548609903
"2005-01-12 22:30:00",50346.5944434531
"2005-01-12 23:30:00",47423.5524651702
"2005-01-13 00:30:00",40776.9921127139
"2005-01-13 01:30:00",36440.929459847
"2005-01-13 02:30:00",32896.3401568619
"2005-01-13 03:30:00",30102.556973507
"2005-01-13 04:30:00",27515.3883096298
"2005-01-13 05:30:00",26094.477153448
"2005-01-13 06:30:00",27032.689575712
"2005-01-13 07:30:00",32997.0899116764
"2005-01-13 08:30:00",53806.5183184303
"2005-01-13 09:30:00",68904.8849867472
"2005-01-13 10:30:00",76661
"2005-01-13 11:30:00",82263.8725986968
"2005-01-13 12:30:00",81962.4364071872
"2005-01-13 13:30:00",85987
"2005-01-13 14:30:00",88519.8209660352
"2005-01-13 15:30:00",79226.4488611992
"2005-01-13 16:30:00",67510
"2005-01-13 17:30:00",57696.8358757184
"2005-01-13 18:30:00",54627.9570856147
"2005-01-13 19:30:00",53143.3303741644
"2005-01-13 20:30:00",51379.9637319408
"2005-01-13 21:30:00",49175.2207327424
"2005-01-13 22:30:00",45505.5087511477
"2005-01-13 23:30:00",42858.7601207374
"2005-01-14 00:30:00",41231.2164355993
"2005-01-14 01:30:00",36984.8365376799
"2005-01-14 02:30:00",32155.105300897
"2005-01-14 03:30:00",28955.142221195
"2005-01-14 04:30:00",26034.3763539313
"2005-01-14 05:30:00",24392.7960868316
"2005-01-14 06:30:00",24334.842876976
"2005-01-14 07:30:00",29914.2070537451
"2005-01-14 08:30:00",51495.8634255363
"2005-01-14 09:30:00",67809.5029824664
"2005-01-14 10:30:00",75192
"2005-01-14 11:30:00",78875.741296092
"2005-01-14 12:30:00",76366
"2005-01-14 13:30:00",83394.8767816848
"2005-01-14 14:30:00",82946.5869673048
"2005-01-14 15:30:00",76679.6127079024
"2005-01-14 16:30:00",64796.9159851368
"2005-01-14 17:30:00",56124.6925508064
"2005-01-14 18:30:00",53280.2277207295
"2005-01-14 19:30:00",48221.6286284691
"2005-01-14 20:30:00",46033.7933802386
"2005-01-14 21:30:00",45625.5385754832
"2005-01-14 22:30:00",44094.7218700678
"2005-01-14 23:30:00",41101.2122177518
"2005-01-15 00:30:00",39541.8219099215
"2005-01-15 01:30:00",36369.9526048143
"2005-01-15 02:30:00",32676.8665093902
"2005-01-15 03:30:00",30031.2260155478
"2005-01-15 04:30:00",26716.3003620758
"2005-01-15 05:30:00",24675.8822436703
"2005-01-15 06:30:00",24103
"2005-01-15 07:30:00",25035.9070973915
"2005-01-15 08:30:00",26755.6396607124
"2005-01-15 09:30:00",29912.3231107327
"2005-01-15 10:30:00",34991.4354060407
"2005-01-15 11:30:00",39918.8050138474
"2005-01-15 12:30:00",43022.1718922614
"2005-01-15 13:30:00",46200.3026123085
"2005-01-15 14:30:00",48614.9975574886
"2005-01-15 15:30:00",48804
"2005-01-15 16:30:00",47338.928369284
"2005-01-15 17:30:00",47443.2423149717
"2005-01-15 18:30:00",48256.2882745212
"2005-01-15 19:30:00",46432.6056646353
"2005-01-15 20:30:00",44573.0494184329
"2005-01-15 21:30:00",44424.9434151886
"2005-01-15 22:30:00",42881.4702529126
"2005-01-15 23:30:00",42708.612405042
"2005-01-16 00:30:00",41804.7920207087
"2005-01-16 01:30:00",38624.9612089036
"2005-01-16 02:30:00",35508.1762990698
"2005-01-16 03:30:00",31981.713641701
"2005-01-16 04:30:00",29676.6832084942
"2005-01-16 05:30:00",27855.2414638655
"2005-01-16 06:30:00",25890.2912089106
"2005-01-16 07:30:00",25271.1146910467
"2005-01-16 08:30:00",25763.4395476568
"2005-01-16 09:30:00",29307.4365537688
"2005-01-16 10:30:00",35653.1385122146
"2005-01-16 11:30:00",40418.776288875
"2005-01-16 12:30:00",44502.1688865296
"2005-01-16 13:30:00",48511.7502389392
"2005-01-16 14:30:00",51597.4347213168
"2005-01-16 15:30:00",52835.3844872136
"2005-01-16 16:30:00",54001.4360078352
"2005-01-16 17:30:00",52162.6601891568
"2005-01-16 18:30:00",51823.4951687288
"2005-01-16 19:30:00",49528.3518978664
"2005-01-16 20:30:00",48228.8106500466
"2005-01-16 21:30:00",46465.7798740064
"2005-01-16 22:30:00",45900.6973825219
"2005-01-16 23:30:00",43597.9012224144
"2005-01-17 00:30:00",39031.1814375378
"2005-01-17 01:30:00",33858.0640772898
"2005-01-17 02:30:00",30378.5349757222
"2005-01-17 03:30:00",27570.6669673324
"2005-01-17 04:30:00",24791.5681836043
"2005-01-17 05:30:00",23937.9780587094
"2005-01-17 06:30:00",25371.3635984986
"2005-01-17 07:30:00",31794.2548090779
"2005-01-17 08:30:00",53095.1150420736
"2005-01-17 09:30:00",70836.8684679448
"2005-01-17 10:30:00",80240.2027742216
"2005-01-17 11:30:00",86194.2821428032
"2005-01-17 12:30:00",88114.5164075792
"2005-01-17 13:30:00",91497.4152101528
"2005-01-17 14:30:00",91236.6270063744
"2005-01-17 15:30:00",86146
"2005-01-17 16:30:00",75096.5574530664
"2005-01-17 17:30:00",65621.99385424
"2005-01-17 18:30:00",61962.9887469416
"2005-01-17 19:30:00",58191.7738114632
"2005-01-17 20:30:00",55610.9981135728
"2005-01-17 21:30:00",52916.7977128627
"2005-01-17 22:30:00",51392.656427464
"2005-01-17 23:30:00",47291.6239309672
"2005-01-18 00:30:00",44060
"2005-01-18 01:30:00",40101
"2005-01-18 02:30:00",36330.3357974111
"2005-01-18 03:30:00",33388.6831891734
"2005-01-18 04:30:00",30884.9980694003
"2005-01-18 05:30:00",29121.5671083131
"2005-01-18 06:30:00",28727.9220994497
"2005-01-18 07:30:00",32877.6635079134
"2005-01-18 08:30:00",52992.3943543568
"2005-01-18 09:30:00",70739.9362699944
"2005-01-18 10:30:00",79420.9013540576
"2005-01-18 11:30:00",87514.4413493432
"2005-01-18 12:30:00",89891.3917125496
"2005-01-18 13:30:00",92363
"2005-01-18 14:30:00",89571.9021512672
"2005-01-18 15:30:00",85473.4071782992
"2005-01-18 16:30:00",77338.4303250472
"2005-01-18 17:30:00",69810.4947949
"2005-01-18 18:30:00",66369.9103415688
"2005-01-18 19:30:00",64685.8944700544
"2005-01-18 20:30:00",60561.4281940914
"2005-01-18 21:30:00",56976.1812415431
"2005-01-18 22:30:00",55580.168864625
"2005-01-18 23:30:00",51060.4606017164
"2005-01-19 00:30:00",45823.6167069014
"2005-01-19 01:30:00",40641.5720907048
"2005-01-19 02:30:00",36518.3919525201
"2005-01-19 03:30:00",32445.8509596401
"2005-01-19 04:30:00",30447.4448016243
"2005-01-19 05:30:00",30336.5969464962
"2005-01-19 06:30:00",30074.8355311035
"2005-01-19 07:30:00",35615.377320346
"2005-01-19 08:30:00",56472.9199867152
"2005-01-19 09:30:00",74758.2779350168
"2005-01-19 10:30:00",80625.1526162792
"2005-01-19 11:30:00",84952.9525772504
"2005-01-19 12:30:00",85951.8123164376
"2005-01-19 13:30:00",90552.3152312704
"2005-01-19 14:30:00",90306.2492778224
"2005-01-19 15:30:00",83041.81393616
"2005-01-19 16:30:00",76304.7726429712
"2005-01-19 17:30:00",66001.0979467928
"2005-01-19 18:30:00",62987.5188740888
"2005-01-19 19:30:00",60288
"2005-01-19 20:30:00",57135.185040596
"2005-01-19 21:30:00",54699.2100331158
"2005-01-19 22:30:00",52807.2609724549
"2005-01-19 23:30:00",50730.9144623254
"2005-01-20 00:30:00",46539.1639033325
"2005-01-20 01:30:00",40666.3380204709
"2005-01-20 02:30:00",34759.7083678666
"2005-01-20 03:30:00",31370.574928348
"2005-01-20 04:30:00",29680
"2005-01-20 05:30:00",28741.3249305077
"2005-01-20 06:30:00",28500.8072660482
"2005-01-20 07:30:00",35317.7366610207
"2005-01-20 08:30:00",55254.2155614856
"2005-01-20 09:30:00",72645.522534856
"2005-01-20 10:30:00",80896.9201588616
"2005-01-20 11:30:00",86851.6217191392
"2005-01-20 12:30:00",87708.6136229352
"2005-01-20 13:30:00",93628.1652568496
"2005-01-20 14:30:00",91876.7819594768
"2005-01-20 15:30:00",87007.9134932408
"2005-01-20 16:30:00",75656.4035473904
"2005-01-20 17:30:00",66156
"2005-01-20 18:30:00",62986.3005599
"2005-01-20 19:30:00",59824.6534391176
"2005-01-20 20:30:00",57246.760555292
"2005-01-20 21:30:00",54641.565519756
"2005-01-20 22:30:00",53266.7233689536
"2005-01-20 23:30:00",50580.1322676598
"2005-01-21 00:30:00",45983.4406973489
"2005-01-21 01:30:00",42238.8276342399
"2005-01-21 02:30:00",38320.2650878456
"2005-01-21 03:30:00",34378.5520877666
"2005-01-21 04:30:00",31930.5232830729
"2005-01-21 05:30:00",31510.4252539915
"2005-01-21 06:30:00",30830.2304040093
"2005-01-21 07:30:00",35902.6694894065
"2005-01-21 08:30:00",55222.4361600856
"2005-01-21 09:30:00",73560.8192202864
"2005-01-21 10:30:00",80111
"2005-01-21 11:30:00",83003.7282360448
"2005-01-21 12:30:00",81437.1415329008
"2005-01-21 13:30:00",84477.9010266632
"2005-01-21 14:30:00",83847.3910913032
"2005-01-21 15:30:00",76707.984791524
"2005-01-21 16:30:00",63239.8400577288
"2005-01-21 17:30:00",56832
"2005-01-21 18:30:00",56307.9055180744
"2005-01-21 19:30:00",53412.4117278864
"2005-01-21 20:30:00",50746.7271651073
"2005-01-21 21:30:00",48662.2912357802
"2005-01-21 22:30:00",48201.7781088864
"2005-01-21 23:30:00",46673.4599152176
"2005-01-22 00:30:00",44128.2319853342
"2005-01-22 01:30:00",41771.586555893
"2005-01-22 02:30:00",37995.3978191008
"2005-01-22 03:30:00",34546.8286466307
"2005-01-22 04:30:00",32936.9316051334
"2005-01-22 05:30:00",30847.339904019
"2005-01-22 06:30:00",29459.9216647106
"2005-01-22 07:30:00",29911.5526928674
"2005-01-22 08:30:00",31444.8274522306
"2005-01-22 09:30:00",35694.5217887709
"2005-01-22 10:30:00",39791.4957955622
"2005-01-22 11:30:00",42715.0492520405
"2005-01-22 12:30:00",47104.1085872001
"2005-01-22 13:30:00",49775.489766012
"2005-01-22 14:30:00",52201.7532235804
"2005-01-22 15:30:00",54156.0641428612
"2005-01-22 16:30:00",52505.7928120859
"2005-01-22 17:30:00",52525.4875027046
"2005-01-22 18:30:00",52706.9843932134
"2005-01-22 19:30:00",52141.7093656176
"2005-01-22 20:30:00",50541.7815260822
"2005-01-22 21:30:00",49768.6063374618
"2005-01-22 22:30:00",48578.7435254286
"2005-01-22 23:30:00",47224.9466677704
"2005-01-23 00:30:00",44891.5788128376
"2005-01-23 01:30:00",42296.2463323208
"2005-01-23 02:30:00",39147.6168169928
"2005-01-23 03:30:00",36170.3451848482
"2005-01-23 04:30:00",33863.0841928086
"2005-01-23 05:30:00",32177.0694110466
"2005-01-23 06:30:00",29927.82273509
"2005-01-23 07:30:00",28949.3031707125
"2005-01-23 08:30:00",30533.1906250331
"2005-01-23 09:30:00",33938.9425434049
"2005-01-23 10:30:00",38569.1091302185
"2005-01-23 11:30:00",43021.2513830448
"2005-01-23 12:30:00",46883.1780507056
"2005-01-23 13:30:00",51258.8253294456
"2005-01-23 14:30:00",54241.9355271856
"2005-01-23 15:30:00",54742.0831578
"2005-01-23 16:30:00",55396.6317727568
"2005-01-23 17:30:00",53526.3873866896
"2005-01-23 18:30:00",53737.4362672176
"2005-01-23 19:30:00",52364.533817812
"2005-01-23 20:30:00",50889.49933232
"2005-01-23 21:30:00",50394.977643036
"2005-01-23 22:30:00",48893.2491454576
"2005-01-23 23:30:00",48200.2088719328
"2005-01-24 00:30:00",43254.819387976
"2005-01-24 01:30:00",38513.9318624585
"2005-01-24 02:30:00",34113.200804328
"2005-01-24 03:30:00",30901.9029864102
"2005-01-24 04:30:00",28659.3591928427
"2005-01-24 05:30:00",27662.7646429318
"2005-01-24 06:30:00",28239.0834165697
"2005-01-24 07:30:00",35152.3806511254
"2005-01-24 08:30:00",57627.265319036
"2005-01-24 09:30:00",74043
"2005-01-24 10:30:00",83177.8496552008
"2005-01-24 11:30:00",86441.4647890464
"2005-01-24 12:30:00",90771.490574464
"2005-01-24 13:30:00",93503.7616668152
"2005-01-24 14:30:00",94055.1283048728
"2005-01-24 15:30:00",84533.217153104
"2005-01-24 16:30:00",74003.6419577928
"2005-01-24 17:30:00",67839.8750614336
"2005-01-24 18:30:00",64746.7970849688
"2005-01-24 19:30:00",61105.3993796416
"2005-01-24 20:30:00",56881.7344174699
"2005-01-24 21:30:00",54417.1137272424
"2005-01-24 22:30:00",50811.0843130467
"2005-01-24 23:30:00",48799.573003302
"2005-01-25 00:30:00",43701.2488183116
"2005-01-25 01:30:00",39242.8435160533
"2005-01-25 02:30:00",33689.3580387764
"2005-01-25 03:30:00",30857.8677377613
"2005-01-25 04:30:00",28019.6714049094
"2005-01-25 05:30:00",27811.4041483795
"2005-01-25 06:30:00",25677.4580569574
"2005-01-25 07:30:00",31652.8452161416
"2005-01-25 08:30:00",55886.4549110472
"2005-01-25 09:30:00",75961.8470353464
"2005-01-25 10:30:00",86750.9976747968
"2005-01-25 11:30:00",91419.2505674672
"2005-01-25 12:30:00",91405.3511845656
"2005-01-25 13:30:00",93611
"2005-01-25 14:30:00",92109.6325595304
"2005-01-25 15:30:00",85801
"2005-01-25 16:30:00",73586.8305975944
"2005-01-25 17:30:00",66479.546292908
"2005-01-25 18:30:00",64222.1271340528
"2005-01-25 19:30:00",59882.8611919832
"2005-01-25 20:30:00",58759.4231741304
"2005-01-25 21:30:00",55576.2679720552
"2005-01-25 22:30:00",52467.4401207368
"2005-01-25 23:30:00",51906.902560322
"2005-01-26 00:30:00",45798.8440440911
"2005-01-26 01:30:00",39859.9749918359
"2005-01-26 02:30:00",36084.2914449536
"2005-01-26 03:30:00",33738.8837234095
"2005-01-26 04:30:00",31012
"2005-01-26 05:30:00",29885.2399739998
"2005-01-26 06:30:00",29657.8758763025
"2005-01-26 07:30:00",37131.0560195376
"2005-01-26 08:30:00",58456.4196388776
"2005-01-26 09:30:00",74677.3916352224
"2005-01-26 10:30:00",82707.28511452
"2005-01-26 11:30:00",89276.9809927848
"2005-01-26 12:30:00",90175.823439036
"2005-01-26 13:30:00",91528.3484350544
"2005-01-26 14:30:00",91017.8692530952
"2005-01-26 15:30:00",84649.3863592992
"2005-01-26 16:30:00",74295.3275434568
"2005-01-26 17:30:00",66221.1250869296
"2005-01-26 18:30:00",62229.9431644128
"2005-01-26 19:30:00",61476.54507102
"2005-01-26 20:30:00",55868.574492954
"2005-01-26 21:30:00",52286.6364046752
"2005-01-26 22:30:00",51672.9878911224
"2005-01-26 23:30:00",50108.4822482446
"2005-01-27 00:30:00",44081.1595070578
"2005-01-27 01:30:00",39639.3920267862
"2005-01-27 02:30:00",34403
"2005-01-27 03:30:00",30900.8558478097
"2005-01-27 04:30:00",28875.9078202143
"2005-01-27 05:30:00",27760.2943173935
"2005-01-27 06:30:00",27790.8775401712
"2005-01-27 07:30:00",34913.4592040555
"2005-01-27 08:30:00",57116.8243760168
"2005-01-27 09:30:00",72690.7839453392

Internet traffic data (in bits) from an ISP. Aggregated traffic in the United Kingdom academic network backbone. It was collected between 19 November 2004, at 09:30 hours and 27 January 2005, at 11:11 hours. Hourly data

